,,,,All Type of Report (All Grades) for 01-Jan-2023 to 31-Dec-2025,,,
Tripura,Vegetables,Tomato,July-2023,70.85,Metric Tonnes,7860.25,Rs./Quintal
Tripura,Vegetables,Onion,August-2023,300.30,Metric Tonnes,3193.79,Rs./Quintal
Tripura,Vegetables,Potato,August-2023,907.21,Metric Tonnes,2285.43,Rs./Quintal
Tripura,Vegetables,Tomato,August-2023,68.63,Metric Tonnes,6845.77,Rs./Quintal
Tripura,Vegetables,Onion,September-2023,4277.10,Metric Tonnes,4423.33,Rs./Quintal
Tripura,Vegetables,Potato,September-2023,785.40,Metric Tonnes,2006.40,Rs./Quintal
Tripura,Vegetables,Tomato,September-2023,114.91,Metric Tonnes,4151.26,Rs./Quintal
Tripura,Vegetables,Onion,October-2023,185.20,Metric Tonnes,4293.66,Rs./Quintal
Tripura,Vegetables,Potato,October-2023,855.82,Metric Tonnes,2025.70,Rs./Quintal
Tripura,Vegetables,Tomato,October-2023,175.16,Metric Tonnes,3411.77,Rs./Quintal
Tripura,Vegetables,Onion,November-2023,263.30,Metric Tonnes,5689.69,Rs./Quintal
Tripura,Vegetables,Potato,November-2023,968.12,Metric Tonnes,1971.75,Rs./Quintal
Tripura,Vegetables,Tomato,November-2023,178.44,Metric Tonnes,4543.38,Rs./Quintal
Tripura,Vegetables,Onion,December-2023,261.10,Metric Tonnes,5202.89,Rs./Quintal
Tripura,Vegetables,Potato,December-2023,901.90,Metric Tonnes,1989.05,Rs./Quintal
Tripura,Vegetables,Tomato,December-2023,145.01,Metric Tonnes,4927.54,Rs./Quintal
Tripura,Vegetables,Onion,January-2024,181.60,Metric Tonnes,3368.66,Rs./Quintal
Tripura,Vegetables,Potato,January-2024,1011.15,Metric Tonnes,1845.11,Rs./Quintal
Tripura,Vegetables,Tomato,January-2024,233.33,Metric Tonnes,3152.00,Rs./Quintal
Tripura,Vegetables,Onion,February-2024,199.62,Metric Tonnes,2676.20,Rs./Quintal
Tripura,Vegetables,Potato,February-2024,1094.14,Metric Tonnes,1714.45,Rs./Quintal
Tripura,Vegetables,Tomato,February-2024,396.90,Metric Tonnes,2662.00,Rs./Quintal
Tripura,Vegetables,Onion,March-2024,252.57,Metric Tonnes,2634.82,Rs./Quintal
Tripura,Vegetables,Potato,March-2024,1491.68,Metric Tonnes,2011.36,Rs./Quintal
Tripura,Vegetables,Tomato,March-2024,545.83,Metric Tonnes,3302.62,Rs./Quintal
Tripura,Vegetables,Onion,April-2024,235.00,Metric Tonnes,2428.67,Rs./Quintal
Tripura,Vegetables,Potato,April-2024,1431.95,Metric Tonnes,2466.27,Rs./Quintal
Tripura,Vegetables,Tomato,April-2024,376.08,Metric Tonnes,3260.40,Rs./Quintal
Tripura,Vegetables,Onion,May-2024,300.20,Metric Tonnes,2836.05,Rs./Quintal
Tripura,Vegetables,Potato,May-2024,1358.62,Metric Tonnes,2863.89,Rs./Quintal
Tripura,Vegetables,Tomato,May-2024,369.94,Metric Tonnes,3607.58,Rs./Quintal
Tripura,Vegetables,Onion,June-2024,227.54,Metric Tonnes,3558.50,Rs./Quintal
Tripura,Vegetables,Potato,June-2024,1302.35,Metric Tonnes,3076.35,Rs./Quintal
Tripura,Vegetables,Tomato,June-2024,236.46,Metric Tonnes,4964.65,Rs./Quintal
Tripura,Vegetables,Onion,July-2024,265.37,Metric Tonnes,4212.42,Rs./Quintal
Tripura,Vegetables,Potato,July-2024,1056.95,Metric Tonnes,3336.82,Rs./Quintal
Tripura,Vegetables,Tomato,July-2024,126.77,Metric Tonnes,6796.56,Rs./Quintal
Tripura,Vegetables,Onion,August-2024,232.20,Metric Tonnes,4633.53,Rs./Quintal
Tripura,Vegetables,Potato,August-2024,1002.38,Metric Tonnes,3605.12,Rs./Quintal
Tripura,Vegetables,Tomato,August-2024,108.36,Metric Tonnes,6408.46,Rs./Quintal
Tripura,Vegetables,Onion,September-2024,260.40,Metric Tonnes,5624.25,Rs./Quintal
Tripura,Vegetables,Potato,September-2024,1083.30,Metric Tonnes,3232.07,Rs./Quintal
Tripura,Vegetables,Tomato,September-2024,166.61,Metric Tonnes,6106.24,Rs./Quintal
Tripura,Vegetables,Onion,October-2024,212.80,Metric Tonnes,6033.25,Rs./Quintal
Tripura,Vegetables,Potato,October-2024,832.57,Metric Tonnes,3341.74,Rs./Quintal
Tripura,Vegetables,Tomato,October-2024,92.46,Metric Tonnes,7247.24,Rs./Quintal
Tripura,Vegetables,Onion,November-2024,234.90,Metric Tonnes,6508.13,Rs./Quintal
Tripura,Vegetables,Potato,November-2024,938.18,Metric Tonnes,3524.85,Rs./Quintal
Tripura,Vegetables,Tomato,November-2024,124.76,Metric Tonnes,6380.78,Rs./Quintal
Tripura,Vegetables,Onion,December-2024,308.30,Metric Tonnes,5351.05,Rs./Quintal
Tripura,Vegetables,Potato,December-2024,1231.75,Metric Tonnes,3413.02,Rs./Quintal
Tripura,Vegetables,Tomato,December-2024,187.51,Metric Tonnes,5858.21,Rs./Quintal
Tripura,Vegetables,Onion,January-2025,563.60,Metric Tonnes,3663.06,Rs./Quintal
Tripura,Vegetables,Potato,January-2025,1895.84,Metric Tonnes,2209.79,Rs./Quintal
Tripura,Vegetables,Tomato,January-2025,335.75,Metric Tonnes,2821.55,Rs./Quintal
Tripura,Vegetables,Onion,February-2025,614.50,Metric Tonnes,3109.72,Rs./Quintal
Tripura,Vegetables,Potato,February-2025,2611.30,Metric Tonnes,1590.73,Rs./Quintal
Tripura,Vegetables,Tomato,February-2025,622.93,Metric Tonnes,1828.84,Rs./Quintal
Tripura,Vegetables,Onion,March-2025,770.05,Metric Tonnes,2731.62,Rs./Quintal
Tripura,Vegetables,Potato,March-2025,2201.95,Metric Tonnes,1590.03,Rs./Quintal
Tripura,Vegetables,Tomato,March-2025,746.41,Metric Tonnes,959.91,Rs./Quintal
Tripura,Vegetables,Onion,April-2025,1088.10,Metric Tonnes,2295.26,Rs./Quintal
Tripura,Vegetables,Potato,April-2025,2201.24,Metric Tonnes,1623.35,Rs./Quintal
Tripura,Vegetables,Tomato,April-2025,648.32,Metric Tonnes,1468.57,Rs./Quintal
Tripura,Vegetables,Onion,May-2025,1051.40,Metric Tonnes,2215.56,Rs./Quintal
Tripura,Vegetables,Potato,May-2025,2079.81,Metric Tonnes,1865.20,Rs./Quintal
Tripura,Vegetables,Tomato,May-2025,442.48,Metric Tonnes,3030.44,Rs./Quintal
Tripura,Vegetables,Onion,June-2025,1623.80,Metric Tonnes,2381.95,Rs./Quintal
Tripura,Vegetables,Potato,June-2025,2812.51,Metric Tonnes,1894.81,Rs./Quintal
Tripura,Vegetables,Tomato,June-2025,311.10,Metric Tonnes,4195.22,Rs./Quintal
Tripura,Vegetables,Onion,July-2025,1310.80,Metric Tonnes,2473.23,Rs./Quintal
Tripura,Vegetables,Potato,July-2025,2271.30,Metric Tonnes,1886.86,Rs./Quintal
Tripura,Vegetables,Tomato,July-2025,195.70,Metric Tonnes,4592.23,Rs./Quintal
Tripura,Vegetables,Onion,August-2025,1526.60,Metric Tonnes,2341.62,Rs./Quintal
Tripura,Vegetables,Potato,August-2025,2638.78,Metric Tonnes,1810.65,Rs./Quintal
Tripura,Vegetables,Tomato,August-2025,221.80,Metric Tonnes,4736.18,Rs./Quintal
Tripura,Vegetables,Onion,September-2025,753.50,Metric Tonnes,2295.26,Rs./Quintal
Tripura,Vegetables,Potato,September-2025,1695.30,Metric Tonnes,1788.98,Rs./Quintal
Tripura,Vegetables,Tomato,September-2025,141.43,Metric Tonnes,4803.67,Rs./Quintal
Tripura,Vegetables,Onion,October-2025,772.50,Metric Tonnes,2322.95,Rs./Quintal
Tripura,Vegetables,Potato,October-2025,1784.82,Metric Tonnes,1944.77,Rs./Quintal
Tripura,Vegetables,Tomato,October-2025,212.66,Metric Tonnes,4193.55,Rs./Quintal
Tripura,Vegetables,Onion,November-2025,252.31,Metric Tonnes,2414.08,Rs./Quintal
Tripura,Vegetables,Potato,November-2025,915.13,Metric Tonnes,1995.94,Rs./Quintal
Tripura,Vegetables,Tomato,November-2025,85.69,Metric Tonnes,5218.01,Rs./Quintal
Tripura,Vegetables,Onion,December-2025,231.28,Metric Tonnes,2559.94,Rs./Quintal
Tripura,Vegetables,Potato,December-2025,770.19,Metric Tonnes,1936.07,Rs./Quintal
Tripura,Vegetables,Tomato,December-2025,136.90,Metric Tonnes,4847.68,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,January-2023,236084.70,Metric Tonnes,1386.40,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,January-2023,1295770.48,Metric Tonnes,814.32,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,January-2023,94561.79,Metric Tonnes,894.22,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,February-2023,221031.97,Metric Tonnes,1383.52,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,February-2023,1215522.68,Metric Tonnes,668.71,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,February-2023,92910.69,Metric Tonnes,834.71,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,March-2023,222283.99,Metric Tonnes,1223.48,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,March-2023,1179736.42,Metric Tonnes,625.14,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,March-2023,78650.59,Metric Tonnes,835.44,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,April-2023,183991.32,Metric Tonnes,1213.13,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,April-2023,780248.08,Metric Tonnes,734.58,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,April-2023,59673.30,Metric Tonnes,1005.22,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,May-2023,200011.89,Metric Tonnes,1140.83,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,May-2023,609859.95,Metric Tonnes,873.55,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,May-2023,61352.00,Metric Tonnes,860.78,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,June-2023,184374.84,Metric Tonnes,1084.53,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,June-2023,607154.78,Metric Tonnes,916.23,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,June-2023,42656.03,Metric Tonnes,1266.28,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,July-2023,144329.54,Metric Tonnes,1478.35,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,July-2023,708767.12,Metric Tonnes,1023.02,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,July-2023,14762.98,Metric Tonnes,6706.29,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,August-2023,138139.99,Metric Tonnes,1731.27,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,August-2023,819285.40,Metric Tonnes,1051.92,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,August-2023,20943.99,Metric Tonnes,4012.53,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,September-2023,149049.99,Metric Tonnes,1989.33,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,September-2023,890234.31,Metric Tonnes,1013.95,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,September-2023,67375.33,Metric Tonnes,1632.12,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,October-2023,150460.37,Metric Tonnes,2218.75,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,October-2023,918322.93,Metric Tonnes,943.98,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,October-2023,77929.84,Metric Tonnes,1200.61,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,November-2023,96439.71,Metric Tonnes,3668.60,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,November-2023,865391.20,Metric Tonnes,909.94,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,November-2023,46023.75,Metric Tonnes,2087.18,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,December-2023,138811.70,Metric Tonnes,2751.58,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,December-2023,849500.23,Metric Tonnes,790.80,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,December-2023,61080.25,Metric Tonnes,1534.82,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,January-2024,151472.80,Metric Tonnes,1918.54,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,January-2024,833138.35,Metric Tonnes,681.92,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,January-2024,53148.44,Metric Tonnes,1253.95,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,February-2024,178938.49,Metric Tonnes,1610.59,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,February-2024,844634.94,Metric Tonnes,753.59,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,February-2024,49714.51,Metric Tonnes,1656.73,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,March-2024,153834.00,Metric Tonnes,1798.92,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,March-2024,801275.07,Metric Tonnes,1177.81,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,March-2024,46426.02,Metric Tonnes,1902.74,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,April-2024,153302.54,Metric Tonnes,1698.26,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,April-2024,560698.33,Metric Tonnes,1524.28,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,April-2024,41675.04,Metric Tonnes,1800.98,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,May-2024,178761.30,Metric Tonnes,1575.48,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,May-2024,599208.53,Metric Tonnes,1676.56,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,May-2024,58930.31,Metric Tonnes,1379.35,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,June-2024,142234.78,Metric Tonnes,1953.77,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,June-2024,555563.83,Metric Tonnes,1762.93,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,June-2024,49354.00,Metric Tonnes,1402.03,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,July-2024,130361.62,Metric Tonnes,2880.51,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,July-2024,683780.50,Metric Tonnes,2164.10,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,July-2024,30010.35,Metric Tonnes,4062.34,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,August-2024,147524.80,Metric Tonnes,3077.77,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,August-2024,750201.04,Metric Tonnes,2168.74,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,August-2024,58475.25,Metric Tonnes,3002.23,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,September-2024,140041.04,Metric Tonnes,3745.21,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,September-2024,775024.42,Metric Tonnes,2081.44,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,September-2024,55538.11,Metric Tonnes,2718.46,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,October-2024,137129.24,Metric Tonnes,4063.31,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,October-2024,893550.07,Metric Tonnes,2056.92,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,October-2024,49331.62,Metric Tonnes,4453.47,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,November-2024,125024.80,Metric Tonnes,4000.59,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,November-2024,837064.55,Metric Tonnes,2006.05,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,November-2024,66752.85,Metric Tonnes,3227.59,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,December-2024,146936.07,Metric Tonnes,3291.03,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,December-2024,1054646.08,Metric Tonnes,1794.01,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,December-2024,92920.68,Metric Tonnes,2284.69,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,January-2025,161913.34,Metric Tonnes,2294.75,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,January-2025,1273492.16,Metric Tonnes,1256.66,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,January-2025,112019.95,Metric Tonnes,1030.36,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,February-2025,140778.87,Metric Tonnes,2225.32,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,February-2025,1265349.39,Metric Tonnes,961.03,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,February-2025,101028.28,Metric Tonnes,779.40,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,March-2025,148657.79,Metric Tonnes,2368.44,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,March-2025,1327575.88,Metric Tonnes,1077.96,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,March-2025,87940.02,Metric Tonnes,644.57,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,April-2025,183475.48,Metric Tonnes,1532.75,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,April-2025,1041077.88,Metric Tonnes,1125.25,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,April-2025,77348.11,Metric Tonnes,700.73,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,May-2025,214488.85,Metric Tonnes,1198.56,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,May-2025,853179.77,Metric Tonnes,1108.93,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,May-2025,79098.41,Metric Tonnes,822.96,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,June-2025,188094.94,Metric Tonnes,1168.27,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,June-2025,780738.49,Metric Tonnes,1161.12,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,June-2025,52964.66,Metric Tonnes,1637.76,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,July-2025,156750.96,Metric Tonnes,1364.29,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,July-2025,915656.33,Metric Tonnes,1122.98,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,July-2025,52289.74,Metric Tonnes,2745.10,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,August-2025,162406.15,Metric Tonnes,1351.73,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,August-2025,920288.36,Metric Tonnes,994.30,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,August-2025,50665.80,Metric Tonnes,3724.04,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,September-2025,160810.52,Metric Tonnes,1386.64,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,September-2025,938338.94,Metric Tonnes,988.14,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,September-2025,76093.17,Metric Tonnes,2366.75,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,October-2025,157672.57,Metric Tonnes,1306.72,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,October-2025,984998.12,Metric Tonnes,1065.34,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,October-2025,72921.17,Metric Tonnes,1995.94,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,November-2025,86346.92,Metric Tonnes,1270.57,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,November-2025,913149.01,Metric Tonnes,1224.35,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,November-2025,42388.40,Metric Tonnes,2483.25,Rs./Quintal
Uttar Pradesh,Vegetables,Onion,December-2025,110885.12,Metric Tonnes,1172.61,Rs./Quintal
Uttar Pradesh,Vegetables,Potato,December-2025,1462005.19,Metric Tonnes,879.96,Rs./Quintal
Uttar Pradesh,Vegetables,Tomato,December-2025,44935.81,Metric Tonnes,2689.79,Rs./Quintal
Uttarakhand,Vegetables,Onion,January-2023,5309.60,Metric Tonnes,1653.33,Rs./Quintal
Uttarakhand,Vegetables,Potato,January-2023,10350.10,Metric Tonnes,840.74,Rs./Quintal
Uttarakhand,Vegetables,Tomato,January-2023,3053.68,Metric Tonnes,1151.86,Rs./Quintal
Uttarakhand,Vegetables,Onion,February-2023,5432.20,Metric Tonnes,1472.58,Rs./Quintal
Uttarakhand,Vegetables,Potato,February-2023,11459.70,Metric Tonnes,700.67,Rs./Quintal
Uttarakhand,Vegetables,Tomato,February-2023,3762.00,Metric Tonnes,948.55,Rs./Quintal
Uttarakhand,Vegetables,Onion,March-2023,4206.60,Metric Tonnes,1442.01,Rs./Quintal
Uttarakhand,Vegetables,Potato,March-2023,8948.70,Metric Tonnes,722.66,Rs./Quintal
Uttarakhand,Vegetables,Tomato,March-2023,2728.60,Metric Tonnes,1023.40,Rs./Quintal
Uttarakhand,Vegetables,Onion,April-2023,5454.90,Metric Tonnes,1370.34,Rs./Quintal
Uttarakhand,Vegetables,Potato,April-2023,9812.20,Metric Tonnes,718.22,Rs./Quintal
Uttarakhand,Vegetables,Tomato,April-2023,3340.70,Metric Tonnes,1034.61,Rs./Quintal
Uttarakhand,Vegetables,Onion,May-2023,7490.80,Metric Tonnes,1222.79,Rs./Quintal
Uttarakhand,Vegetables,Potato,May-2023,11211.60,Metric Tonnes,808.31,Rs./Quintal
Uttarakhand,Vegetables,Tomato,May-2023,3540.40,Metric Tonnes,933.10,Rs./Quintal
Uttarakhand,Vegetables,Onion,June-2023,7011.90,Metric Tonnes,1275.58,Rs./Quintal
Uttarakhand,Vegetables,Potato,June-2023,10890.80,Metric Tonnes,982.14,Rs./Quintal
Uttarakhand,Vegetables,Tomato,June-2023,3556.10,Metric Tonnes,1026.02,Rs./Quintal
Uttarakhand,Vegetables,Onion,July-2023,5144.50,Metric Tonnes,1558.74,Rs./Quintal
Uttarakhand,Vegetables,Potato,July-2023,9594.10,Metric Tonnes,1223.45,Rs./Quintal
Uttarakhand,Vegetables,Tomato,July-2023,2789.45,Metric Tonnes,5068.10,Rs./Quintal
Uttarakhand,Vegetables,Onion,August-2023,4109.50,Metric Tonnes,1796.64,Rs./Quintal
Uttarakhand,Vegetables,Potato,August-2023,8216.50,Metric Tonnes,1260.15,Rs./Quintal
Uttarakhand,Vegetables,Tomato,August-2023,579.98,Metric Tonnes,3705.29,Rs./Quintal
Uttarakhand,Vegetables,Onion,September-2023,3799.78,Metric Tonnes,1883.17,Rs./Quintal
Uttarakhand,Vegetables,Potato,September-2023,7214.60,Metric Tonnes,1203.85,Rs./Quintal
Uttarakhand,Vegetables,Tomato,September-2023,1825.98,Metric Tonnes,1468.27,Rs./Quintal
Uttarakhand,Vegetables,Onion,October-2023,3680.90,Metric Tonnes,2118.82,Rs./Quintal
Uttarakhand,Vegetables,Potato,October-2023,9736.60,Metric Tonnes,1093.11,Rs./Quintal
Uttarakhand,Vegetables,Tomato,October-2023,1806.10,Metric Tonnes,1150.06,Rs./Quintal
Uttarakhand,Vegetables,Onion,November-2023,2962.80,Metric Tonnes,3152.91,Rs./Quintal
Uttarakhand,Vegetables,Potato,November-2023,6723.00,Metric Tonnes,1084.21,Rs./Quintal
Uttarakhand,Vegetables,Tomato,November-2023,1340.90,Metric Tonnes,1544.43,Rs./Quintal
Uttarakhand,Vegetables,Onion,December-2023,3224.30,Metric Tonnes,2488.89,Rs./Quintal
Uttarakhand,Vegetables,Potato,December-2023,9832.30,Metric Tonnes,853.67,Rs./Quintal
Uttarakhand,Vegetables,Tomato,December-2023,1594.20,Metric Tonnes,1614.73,Rs./Quintal
Uttarakhand,Vegetables,Onion,January-2024,4944.50,Metric Tonnes,1910.35,Rs./Quintal
Uttarakhand,Vegetables,Potato,January-2024,12627.10,Metric Tonnes,686.24,Rs./Quintal
Uttarakhand,Vegetables,Tomato,January-2024,4229.80,Metric Tonnes,1153.03,Rs./Quintal
Uttarakhand,Vegetables,Onion,February-2024,4535.10,Metric Tonnes,1713.94,Rs./Quintal
Uttarakhand,Vegetables,Potato,February-2024,9073.20,Metric Tonnes,710.81,Rs./Quintal
Uttarakhand,Vegetables,Tomato,February-2024,3721.70,Metric Tonnes,1272.21,Rs./Quintal
Uttarakhand,Vegetables,Onion,March-2024,3972.10,Metric Tonnes,1725.52,Rs./Quintal
Uttarakhand,Vegetables,Potato,March-2024,7927.10,Metric Tonnes,891.19,Rs./Quintal
Uttarakhand,Vegetables,Tomato,March-2024,3022.30,Metric Tonnes,1540.76,Rs./Quintal
Uttarakhand,Vegetables,Onion,April-2024,4470.40,Metric Tonnes,1781.79,Rs./Quintal
Uttarakhand,Vegetables,Potato,April-2024,6941.90,Metric Tonnes,1043.80,Rs./Quintal
Uttarakhand,Vegetables,Tomato,April-2024,2702.50,Metric Tonnes,1347.58,Rs./Quintal
Uttarakhand,Vegetables,Onion,May-2024,5923.70,Metric Tonnes,1611.57,Rs./Quintal
Uttarakhand,Vegetables,Potato,May-2024,8168.60,Metric Tonnes,1020.81,Rs./Quintal
Uttarakhand,Vegetables,Tomato,May-2024,2867.20,Metric Tonnes,922.10,Rs./Quintal
Uttarakhand,Vegetables,Onion,June-2024,4412.90,Metric Tonnes,2069.72,Rs./Quintal
Uttarakhand,Vegetables,Potato,June-2024,7410.80,Metric Tonnes,1382.97,Rs./Quintal
Uttarakhand,Vegetables,Tomato,June-2024,2650.90,Metric Tonnes,1112.85,Rs./Quintal
Uttarakhand,Vegetables,Onion,July-2024,4070.40,Metric Tonnes,2557.26,Rs./Quintal
Uttarakhand,Vegetables,Potato,July-2024,7557.60,Metric Tonnes,1738.59,Rs./Quintal
Uttarakhand,Vegetables,Tomato,July-2024,4183.60,Metric Tonnes,1896.27,Rs./Quintal
Uttarakhand,Vegetables,Onion,August-2024,4440.30,Metric Tonnes,2336.91,Rs./Quintal
Uttarakhand,Vegetables,Potato,August-2024,6827.40,Metric Tonnes,1679.28,Rs./Quintal
Uttarakhand,Vegetables,Tomato,August-2024,2951.20,Metric Tonnes,1565.20,Rs./Quintal
Uttarakhand,Vegetables,Onion,September-2024,3297.30,Metric Tonnes,2658.84,Rs./Quintal
Uttarakhand,Vegetables,Potato,September-2024,5584.70,Metric Tonnes,1821.27,Rs./Quintal
Uttarakhand,Vegetables,Tomato,September-2024,2049.20,Metric Tonnes,1714.53,Rs./Quintal
Uttarakhand,Vegetables,Onion,October-2024,3603.10,Metric Tonnes,3085.93,Rs./Quintal
Uttarakhand,Vegetables,Potato,October-2024,7125.20,Metric Tonnes,1700.98,Rs./Quintal
Uttarakhand,Vegetables,Tomato,October-2024,2373.20,Metric Tonnes,2555.92,Rs./Quintal
Uttarakhand,Vegetables,Onion,November-2024,3939.00,Metric Tonnes,2948.81,Rs./Quintal
